2019,Myanmar (Burma),OFF-LA-5376,Office Supplies,Labels,"Novimex Color Coded Labels, Alphabetical",Home Office,"$9,790.00 ",-4250
2019,Poland,OFF-ST-4295,Office Supplies,Storage,"Fellowes Trays, Single Width",Consumer,"$142,980.00 ",48210
2019,Tunisia,TEC-AC-5218,Technology,Accessories,"Memorex Mouse, Programmable",Consumer,"$47,180.00 ",-20500
2019,Vietnam,OFF-FA-3070,Office Supplies,Fasteners,"Advantus Staples, Bulk Pack",Consumer,"$28,780.00 ",-7070
2019,Bulgaria,OFF-EN-5031,Office Supplies,Envelopes,"Kraft Interoffice Envelope, Set of 50",Consumer,"$187,680.00 ",41280
2019,Angola,FUR-FU-5732,Furniture,Furnishings,"Rubbermaid Light Bulb, Duo Pack",Consumer,"$37,800.00 ",6000
2019,Chile,OFF-EN-4439,Office Supplies,Envelopes,"GlobeWeis Interoffice Envelope, Recycled",Consumer,"$46,620.00 ",13500
2019,Bhutan,TEC-AC-4154,Technology,Accessories,"Enermax Flash Drive, USB",Consumer,"$41,730.00 ",16260
2019,Guatemala,OFF-AR-3533,Office Supplies,Art,"Boston Highlighters, Fluorescent",Consumer,"$20,130.00 ",5220
2019,Switzerland,OFF-ST-6248,Office Supplies,Storage,"Tenex File Cart, Single Width",Consumer,"$673,050.00 ",316200
2019,Central African Republic,OFF-ST-5708,Office Supplies,Storage,"Rogers Shelving, Wire Frame",Consumer,"$183,600.00 ",56880
2019,Jamaica,OFF-ST-6059,Office Supplies,Storage,"Smead Shelving, Single Width",Consumer,"$97,920.00 ",30300
2019,Jordan,FUR-FU-3924,Furniture,Furnishings,DAX Wood Document Frame,Corporate,"$192,220.00 ",69200
2019,Belarus,OFF-AR-3488,Office Supplies,Art,"Binney & Smith Markers, Blue",Corporate,"$57,820.00 ",-98420
2019,Kazakhstan,OFF-BI-4367,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Corporate,"$32,340.00 ",15520
2019,Canada,OFF-PA-3012,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Corporate,"$39,900.00 ",19950
2019,Venezuela,TEC-CO-4769,Technology,Copiers,"HP Fax and Copier, Color",Consumer,"$579,940.00 ",109240
2019,Nicaragua,TEC-AC-4156,Technology,Accessories,"Enermax Keyboard, Erganomic",Consumer,"$108,360.00 ",10800
2019,Moldova,OFF-SU-4994,Office Supplies,Supplies,"Kleencut Trimmer, High Speed",Home Office,"$41,430.00 ",11160
2019,Denmark,FUR-FU-6260,Furniture,Furnishings,"Tenex Light Bulb, Erganomic",Consumer,"$35,100.00 ",3120
2019,Liberia,OFF-SU-4306,Office Supplies,Supplies,"Fiskars Box Cutter, Steel",Consumer,"$23,280.00 ",1860
2019,Singapore,TEC-AC-5889,Technology,Accessories,"SanDisk Numeric Keypad, USB",Home Office,"$425,280.00 ",136080
2019,Qatar,OFF-AP-4951,Office Supplies,Appliances,"KitchenAid Blender, White",Consumer,"$199,200.00 ",93600
2019,Rwanda,FUR-FU-6256,Furniture,Furnishings,"Tenex Frame, Erganomic",Home Office,"$434,400.00 ",143280
2019,Lithuania,OFF-LA-3313,Office Supplies,Labels,"Avery Removable Labels, Laser Printer Compatible",Home Office,"$42,960.00 ",8520
2019,Czech Republic,OFF-ST-6041,Office Supplies,Storage,"Smead Folders, Wire Frame",Consumer,"$16,560.00 ",990
2019,Uzbekistan,OFF-PA-4483,Office Supplies,Paper,"Green Bar Parchment Paper, Premium",Consumer,"$33,360.00 ",960
2019,Senegal,OFF-FA-6198,Office Supplies,Fasteners,"Stockwell Rubber Bands, Assorted Sizes",Consumer,"$13,590.00 ",6780
2019,Georgia,OFF-FA-2942,Office Supplies,Fasteners,"Accos Clamps, Bulk Pack",Home Office,"$25,840.00 ",12640
2019,Kenya,OFF-ST-6048,Office Supplies,Storage,"Smead Lockers, Single Width",Home Office,"$893,030.00 ",347180
2019,Portugal,TEC-CO-3608,Technology,Copiers,"Brother Wireless Fax, Color",Consumer,"$760,500.00 ",159660
2019,Ghana,OFF-ST-4057,Office Supplies,Storage,"Eldon File Cart, Single Width",Corporate,"$255,840.00 ",46020
2019,Finland,OFF-ST-4283,Office Supplies,Storage,"Fellowes Shelving, Industrial",Corporate,"$194,400.00 ",87400
2019,Panama,TEC-CO-3697,Technology,Copiers,"Canon Ink, Laser",Consumer,"$147,150.00 ",69150
2019,Barbados,TEC-MA-4199,Technology,Machines,"Epson Inkjet, Wireless",Consumer,"$308,220.00 ",-240420
2019,Bosnia and Herzegovina,FUR-FU-4086,Furniture,Furnishings,"Eldon Photo Frame, Erganomic",Consumer,"$136,150.00 ",23740
2019,Somalia,FUR-FU-5721,Furniture,Furnishings,"Rubbermaid Clock, Erganomic",Consumer,"$48,780.00 ",24390
2019,Belgium,OFF-PA-4473,Office Supplies,Paper,"Green Bar Memo Slips, Recycled",Consumer,"$33,720.00 ",6060
2019,Israel,OFF-BI-3737,Office Supplies,Binders,"Cardinal Index Tab, Clear",Corporate,"$35,840.00 ",15680
2019,Madagascar,OFF-AR-5319,Office Supplies,Art,Newell 34,Corporate,"$59,520.00 ",15480
2019,Thailand,OFF-BI-6389,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,Corporate,"$13,170.00 ",4610
2019,Pakistan,OFF-EN-2848,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Corporate,"$17,480.00 ",8220
2019,Uruguay,TEC-AC-5200,Technology,Accessories,"Memorex Keyboard, Erganomic",Consumer,"$230,500.00 ",106000
2019,Hungary,OFF-BI-4248,Office Supplies,Binders,Fellowes Binding Cases,Home Office,"$56,160.00 ",17550
2019,Bangladesh,OFF-AP-2887,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,Home Office,"$87,360.00 ",23590
2019,South Korea,OFF-PA-5891,Office Supplies,Paper,"SanDisk Parchment Paper, Multicolor",Consumer,"$60,400.00 ",28900
2019,Benin,FUR-FU-3949,Furniture,Furnishings,"Deflect-O Light Bulb, Erganomic",Consumer,"$23,480.00 ",3720
2019,Afghanistan,FUR-CH-4404,Furniture,Chairs,Global Deluxe Steno Chair,Home Office,"$61,580.00 ",-6930
2019,Albania,OFF-BI-3738,Office Supplies,Binders,"Cardinal Index Tab, Durable",Consumer,"$15,240.00 ",6060
2019,Kyrgyzstan,OFF-ST-4268,Office Supplies,Storage,"Fellowes Lockers, Single Width",Consumer,"$373,250.00 ",-143080
2019,Libya,OFF-BI-4816,Office Supplies,Binders,"Ibico Binding Machine, Durable",Consumer,"$158,760.00 ",72990
2019,Haiti,TEC-PH-5338,Technology,Phones,"Nokia Audio Dock, with Caller ID",Consumer,"$200,090.00 ",-83410
2019,Mali,OFF-ST-6057,Office Supplies,Storage,"Smead Shelving, Blue",Consumer,"$146,790.00 ",-24510
2019,Trinidad and Tobago,OFF-BI-2900,Office Supplies,Binders,"Acco Binding Machine, Durable",Consumer,"$52,590.00 ",12600
2019,Martinique,FUR-FU-4075,Furniture,Furnishings,"Eldon Light Bulb, Duo Pack",Consumer,"$101,040.00 ",40320
2019,Bolivia,OFF-ST-4107,Office Supplies,Storage,"Eldon Trays, Single Width",Consumer,"$96,000.00 ",31680
2019,Croatia,OFF-EN-3106,Office Supplies,Envelopes,"Ames Manila Envelope, Set of 50",Corporate,"$24,690.00 ",1950
2019,Uganda,OFF-ST-6039,Office Supplies,Storage,"Smead Folders, Industrial",Corporate,"$14,380.00 ",-13340
2019,Estonia,OFF-PA-6610,Office Supplies,Paper,"Xerox Memo Slips, Multicolor",Corporate,"$14,940.00 ",420
2019,Belize,OFF-FA-5485,Office Supplies,Fasteners,"OIC Thumb Tacks, Assorted Sizes",Corporate,"$4,610.00 ",-2320
2019,Namibia,OFF-EN-3659,Office Supplies,Envelopes,"Cameo Clasp Envelope, Set of 50",Consumer,"$11,410.00 ",-23630
2019,Ecuador,OFF-FA-3020,Office Supplies,Fasteners,"Advantus Clamps, Assorted Sizes",Home Office,"$100,440.00 ",12960
2019,Gabon,OFF-FA-3071,Office Supplies,Fasteners,"Advantus Staples, Metal",Consumer,"$65,880.00 ",27000
2019,Slovakia,OFF-PA-4892,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Corporate,"$29,600.00 ",9250
2019,Papua New Guinea,OFF-BI-5670,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,Corporate,"$1,940.00 ",-1360
2019,Serbia,TEC-AC-4156,Technology,Accessories,"Enermax Keyboard, Erganomic",Consumer,"$162,540.00 ",81240
2019,Lebanon,OFF-BI-6398,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Durable",Consumer,"$18,090.00 ",5580
2019,Syria,TEC-CO-4575,Technology,Copiers,"Hewlett Fax Machine, Color",Corporate,"$964,080.00 ",337410
2019,Guinea,OFF-ST-4057,Office Supplies,Storage,"Eldon File Cart, Single Width",Home Office,"$639,600.00 ",38250
2019,Ireland,FUR-BO-5972,Furniture,Bookcases,"Sauder Stackable Bookrack, Pine",Consumer,"$179,210.00 ",-17950
2019,Niger,FUR-FU-4065,Furniture,Furnishings,"Eldon Frame, Duo Pack",Consumer,"$271,390.00 ",-238910
2019,Mongolia,OFF-ST-5695,Office Supplies,Storage,"Rogers Folders, Industrial",Home Office,"$56,110.00 ",2470
2019,Macedonia,OFF-BI-3251,Office Supplies,Binders,"Avery Binder, Clear",Corporate,"$49,440.00 ",4920
2019,Sierra Leone,OFF-LA-6029,Office Supplies,Labels,"Smead Color Coded Labels, Alphabetical",Corporate,"$25,740.00 ",10800
2019,Azerbaijan,FUR-TA-5074,Furniture,Tables,"Lesro Wood Table, with Bottom Storage",Consumer,"$1,402,290.00 ",0
2019,Nepal,TEC-MA-6143,Technology,Machines,"StarTech Phone, Durable",Consumer,"$111,960.00 ",-94050
2019,Mauritania,OFF-ST-4063,Office Supplies,Storage,"Eldon Folders, Wire Frame",Consumer,"$16,050.00 ",1590
2019,Paraguay,OFF-AR-3491,Office Supplies,Art,"Binney & Smith Markers, Water Color",Home Office,"$54,540.00 ",9240
2019,Burundi,OFF-BI-4807,Office Supplies,Binders,"Ibico Binder Covers, Clear",Home Office,"$13,110.00 ",900
2019,Guadeloupe,FUR-BO-5951,Furniture,Bookcases,"Sauder Classic Bookcase, Traditional",Consumer,"$2,092,750.00 ",52270
2019,Sri Lanka,FUR-FU-4075,Furniture,Furnishings,"Eldon Light Bulb, Duo Pack",Consumer,"$50,520.00 ",2520
